Starting Python script...
Python process started asynchronously.
Starting Python script...
Python process started asynchronously.
Starting Python script...
Python process started asynchronously.
Starting Python script...
Python process started asynchronously.
Starting Python script...
Python process started asynchronously.
Starting Python script...
Python process started asynchronously.
ERROR: pybullet build time: Jul 20 2024 21:48:44
Connected by ('127.0.0.1', 60471)
Received: C:\Users\Ayman Tarek\Desktop\pubullet_data\pybullet_data\franka_panda\panda.urdf,, (0.00, 5.00, 0.00),,(0.00000, 0.00000, 0.00000, 1.00000),, 1
(ExtExcitedDc),, (0, 0),, (1, 3)
starting message: C:\Users\Ayman Tarek\Desktop\pubullet_data\pybullet_data\franka_panda\panda.urdf,, (0.00, 5.00, 0.00),,(0.00000, 0.00000, 0.00000, 1.00000),, 1
(ExtExcitedDc),, (0, 0),, (1, 3)
Number of Parts: 2
Split Parts: ['C:\\Users\\Ayman Tarek\\Desktop\\pubullet_data\\pybullet_data\\franka_panda\\panda.urdf,, (0.00, 5.00, 0.00),,(0.00000, 0.00000, 0.00000, 1.00000),, 1', '(ExtExcitedDc),, (0, 0),, (1, 3)']
Urls: ['C:\\Users\\Ayman Tarek\\Desktop\\pubullet_data\\pybullet_data\\franka_panda\\panda.urdf']
Positions: [[0.0, 5.0, 0.0]]
Orientations: [[0.0, 0.0, 0.0, 1.0]]
Scalings: [1.0]
Motor Names: ['ExtExcitedDc']
Corresponding Robot Numbers: [0, 0]
Corresponding Joints: [1, 3]
env  0  :  [400.  38. 210. 210.  60.  60.  60.]
Motor 0, Step 0: omega: 0.00020877742186228775, torque: 0.11168009300899805, i_a: 59.67539360602271, i_e: 1.1008586351679126, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1805: omega: 41.20528124619708, torque: 5.691085686030678, i_a: 55.79495770618342, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1806: omega: 41.22795532631574, torque: 5.691015980777673, i_a: 55.79427432135004, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1807: omega: 41.25062871676071, torque: 5.690613908733718, i_a: 55.79033243856617, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1808: omega: 41.27330091725273, torque: 5.690544209259345, i_a: 55.789649110386044, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1809: omega: 41.29597242812825, torque: 5.690142170545951, i_a: 55.78570755437238, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1810: omega: 41.31864274914946, torque: 5.69007247684974, i_a: 55.78502428284089, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1811: omega: 41.34131238061133, torque: 5.689670471464143, i_a: 55.78108305357033, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1812: omega: 41.36398082231752, torque: 5.689600783545613, i_a: 55.78039983868278, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1813: omega: 41.386648574521544, torque: 5.689198811485068, i_a: 55.77645893612843, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1814: omega: 41.40931513706852, torque: 5.689129129343723, i_a: 55.77577577787995, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1815: omega: 41.43198101017048, torque: 5.688727190605469, i_a: 55.771835202014714, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1816: omega: 41.45464569371401, torque: 5.688657514240832, i_a: 55.77115210040063, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1817: omega: 41.47730968786968, torque: 5.688255608822098, i_a: 55.76721185119735, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1818: omega: 41.499972492565526, torque: 5.688185938233704, i_a: 55.76652880621309, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1819: omega: 41.522634607930655, torque: 5.687784066131712, i_a: 55.76258888364455, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1820: omega: 41.54529553393458, torque: 5.687714401319085, i_a: 55.76190589528546, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1821: omega: 41.56795577066493, torque: 5.687312562531086, i_a: 55.75796629932469, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1822: omega: 41.59061481813267, torque: 5.687242903493743, i_a: 55.75728336758603, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1823: omega: 41.61327317638398, torque: 5.686841098016981, i_a: 55.75334409820601, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1824: omega: 41.63593034547125, torque: 5.6867714447544335, i_a: 55.752661223082995, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1825: omega: 41.65858682539923, torque: 5.686369672586139, i_a: 55.74872228025657, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1826: omega: 41.68124211626176, torque: 5.686300025097918, i_a: 55.74803946174461, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1827: omega: 41.703896718022115, torque: 5.68589828623533, i_a: 55.74410084544472, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1828: omega: 41.726550130815596, torque: 5.68582864452096, i_a: 55.74341808353913, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1829: omega: 41.74920285456403, torque: 5.685426938961312, i_a: 55.73947979373865, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1830: omega: 41.77185438944415, torque: 5.685357303020317, i_a: 55.73879708843479, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1831: omega: 41.79450523533635, torque: 5.6849556307608395, i_a: 55.734859125106574, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1832: omega: 41.81715489245878, torque: 5.684886000592748, i_a: 55.734176476399796, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1833: omega: 41.839803860650406, torque: 5.6844843616306875, i_a: 55.73023883951685, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1834: omega: 41.86245164017081, torque: 5.684414737235016, i_a: 55.72955624740243, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1835: omega: 41.885098730817525, torque: 5.684013131567611, i_a: 55.72561893693767, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1836: omega: 41.90774463289156, torque: 5.68394351294388, i_a: 55.72493640141089, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1837: omega: 41.930389846149, torque: 5.683541940568375, i_a: 55.72099941733733, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1838: omega: 41.95303387093228, torque: 5.683472327716104, i_a: 55.720316938393495, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1839: omega: 41.975677206956085, torque: 5.683070788629737, i_a: 55.71638028068401, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1840: omega: 41.998319354604256, torque: 5.683001181548448, i_a: 55.71569785831843, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1841: omega: 42.02096081355004, torque: 5.682599675748459, i_a: 55.71176152694598, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1842: omega: 42.04360108421871, torque: 5.682530074437672, i_a: 55.711079161153954, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1843: omega: 42.06624066624208, torque: 5.682128601921317, i_a: 55.70714315609163, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1844: omega: 42.08887906008684, torque: 5.682059006380541, i_a: 55.70646084686835, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1845: omega: 42.11151676534338, torque: 5.681657567145051, i_a: 55.70252516808904, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1846: omega: 42.13415328251981, torque: 5.681587977373818, i_a: 55.70184291542989, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1847: omega: 42.15678911116511, torque: 5.681186571416439, i_a: 55.69790756290657, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1848: omega: 42.179423751828786, torque: 5.681116987414263, i_a: 55.697225366806805, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1849: omega: 42.202057704018415, torque: 5.680715614732231, i_a: 55.69329034051237, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1850: omega: 42.22469046832489, torque: 5.680646036498647, i_a: 55.69260820096743, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1851: omega: 42.247322544214384, torque: 5.680244697089202, i_a: 55.688673500874835, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1852: omega: 42.26995343231921, torque: 5.680175124623723, i_a: 55.687991417879935, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1853: omega: 42.29258363206414, torque: 5.679773818484112, i_a: 55.6840570439622, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1854: omega: 42.31521264412285, torque: 5.679704251786259, i_a: 55.68337501751264, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1855: omega: 42.33784096787872, torque: 5.679302978913727, i_a: 55.679440969742714, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1856: omega: 42.36046810404683, torque: 5.679233417983024, i_a: 55.67875899983388, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1857: omega: 42.38309455196915, torque: 5.678832178374793, i_a: 55.67482527818455, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1858: omega: 42.40571981240217, torque: 5.678762623210774, i_a: 55.674143364811826, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1859: omega: 42.42834438464646, torque: 5.6783614168640995, i_a: 55.670209969256184, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1860: omega: 42.450967769499876, torque: 5.678291867466281, i_a: 55.66952811241483, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1861: omega: 42.473590466221616, torque: 5.677890694378389, i_a: 55.6655950429257, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1862: omega: 42.49621197565092, torque: 5.677821150746303, i_a: 55.66491324261113, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1863: omega: 42.51883279700559, torque: 5.677420010914454, i_a: 55.660980499161624, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1864: omega: 42.541452431166235, torque: 5.677350473047607, i_a: 55.660298755369, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1865: omega: 42.5640713773093, torque: 5.676949366469038, i_a: 55.65636633793204, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1866: omega: 42.58668913635676, torque: 5.6768798343669555, i_a: 55.65568465065673, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1867: omega: 42.60930620744366, torque: 5.676478761038923, i_a: 55.651752559205434, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1868: omega: 42.63192209153336, torque: 5.67640923470112, i_a: 55.651070928442664, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1869: omega: 42.65453728771954, torque: 5.67600819462085, i_a: 55.64713916294981, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1870: omega: 42.67715129700693, torque: 5.675938674046863, i_a: 55.64645758869503, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1871: omega: 42.699764618447816, torque: 5.675537667211618, i_a: 55.6425261491338, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1872: omega: 42.7223767530883, torque: 5.67546815240095, i_a: 55.64184463138216, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1873: omega: 42.7449881999393, torque: 5.675067178807961, i_a: 55.63791351772542, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1874: omega: 42.76759846008828, torque: 5.674997669760148, i_a: 55.63723205647234, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1875: omega: 42.79020803250479, torque: 5.674596729406668, i_a: 55.633301268693124, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1876: omega: 42.81281641831766, torque: 5.674527226121223, i_a: 55.63261986393386, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1877: omega: 42.83542411645507, torque: 5.674126319004497, i_a: 55.62868940200517, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1878: omega: 42.858030628087214, torque: 5.674056821480947, i_a: 55.628008053735066, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1879: omega: 42.8806364521009, torque: 5.673655947598207, i_a: 55.624077917629776, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1880: omega: 42.90324108970768, torque: 5.673586455836078, i_a: 55.6233966258442, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1881: omega: 42.925845039753, torque: 5.673185615184576, i_a: 55.61946681553537, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1882: omega: 42.948447803489756, torque: 5.673116129183394, i_a: 55.618785580229655, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1883: omega: 42.97104987972207, torque: 5.6727153217603625, i_a: 55.61485609569013, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1884: omega: 42.99365076974415, torque: 5.6726458415196515, i_a: 55.614174916859625, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1885: omega: 43.01625097231877, torque: 5.672245067322359, i_a: 55.610245758062646, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1886: omega: 43.0388499887815, torque: 5.672175592841625, i_a: 55.60956463570251, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1887: omega: 43.06144831785377, torque: 5.671774851867305, i_a: 55.60563580262094, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1888: omega: 43.084045460912456, torque: 5.671705383146083, i_a: 55.60495473672661, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1889: omega: 43.10664191663766, torque: 5.671304675391974, i_a: 55.601026229333385, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1890: omega: 43.12923718644762, torque: 5.671235212429795, i_a: 55.60034521990025, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1891: omega: 43.151831768981076, torque: 5.670834537893139, i_a: 55.59641703816833, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1892: omega: 43.174425165697585, torque: 5.670765080689523, i_a: 55.5957360851917, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1893: omega: 43.19701787519457, torque: 5.67036443936758, i_a: 55.59180822909423, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1894: omega: 43.219609398972906, torque: 5.670294987922038, i_a: 55.5911273325693, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1895: omega: 43.24220023558868, torque: 5.669894379812058, i_a: 55.587199802079304, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1896: omega: 43.26478988658411, torque: 5.669824934124112, i_a: 55.586518962001406, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1897: omega: 43.28737885047394, torque: 5.669424359223339, i_a: 55.58259175709186, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1898: omega: 43.30996662884171, torque: 5.669354919292516, i_a: 55.58191097345633, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1899: omega: 43.33255372016083, torque: 5.668954377598196, i_a: 55.57798409410025, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1900: omega: 43.35513962605617, torque: 5.668884943424018, i_a: 55.577303366902434, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1901: omega: 43.37772484495983, torque: 5.668484434933387, i_a: 55.57337681307272, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1902: omega: 43.40030887853797, torque: 5.668415006515386, i_a: 55.57269614230801, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1903: omega: 43.422892225181386, torque: 5.668014531225699, i_a: 55.56876991397776, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1904: omega: 43.44547438659753, torque: 5.667945108563391, i_a: 55.56808929964139, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1905: omega: 43.468055861135895, torque: 5.66754466647191, i_a: 55.56416339678374, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1906: omega: 43.49063615054526, torque: 5.667475249564802, i_a: 55.56348283887091, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1907: omega: 43.51321575313377, torque: 5.667074840668764, i_a: 55.559557261458785, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1908: omega: 43.535794170691524, torque: 5.667005429516397, i_a: 55.558876759964974, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1909: omega: 43.55837190148536, torque: 5.666605053813057, i_a: 55.55495150797145, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1910: omega: 43.580948447346664, torque: 5.666535648414939, i_a: 55.554271062891864, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1911: omega: 43.603524306501, torque: 5.666135305901541, i_a: 55.55034613628992, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1912: omega: 43.62609898082103, torque: 5.666065906257208, i_a: 55.54966574761999, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1913: omega: 43.64867296849101, torque: 5.665665596930992, i_a: 55.545741146382575, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1914: omega: 43.671245771424914, torque: 5.665596203039965, i_a: 55.545060814117605, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1915: omega: 43.69381788776569, torque: 5.6651959268981935, i_a: 55.54113653821789, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1916: omega: 43.7163888194686, torque: 5.665126538759991, i_a: 55.54045626235315, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1917: omega: 43.73895906463529, torque: 5.664726295799902, i_a: 55.53653231176405, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1918: omega: 43.76152812526232, torque: 5.664656913414054, i_a: 55.53585209229495, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1919: omega: 43.784096499410055, torque: 5.664256703632892, i_a: 55.531928466989456, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1920: omega: 43.80666368911632, torque: 5.664187326998928, i_a: 55.53124830391137, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1921: omega: 43.82923019240019, torque: 5.663787150393955, i_a: 55.52732500386261, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1922: omega: 43.851795511340775, torque: 5.663717779511382, i_a: 55.526644897170705, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1923: omega: 43.87436014391588, torque: 5.663317636079852, i_a: 55.52272192235179, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1924: omega: 43.89692359224587, torque: 5.663248270948194, i_a: 55.52204187204143, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1925: omega: 43.91948635426727, torque: 5.662848160687341, i_a: 55.51811922242523, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1926: omega: 43.94204793214174, torque: 5.662778801306139, i_a: 55.51743922849187, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1927: omega: 43.96460882376452, torque: 5.662378724213201, i_a: 55.51351690405129, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1928: omega: 43.987168531338526, torque: 5.662309370581981, i_a: 55.512836966490326, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1929: omega: 44.00972755271772, torque: 5.661909326654232, i_a: 55.50891496719866, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1930: omega: 44.0322853901463, torque: 5.6618399787725, i_a: 55.508235086005214, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1931: omega: 44.054842541436955, torque: 5.661439968007184, i_a: 55.50431341183545, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1932: omega: 44.07739850887514, torque: 5.661370625874471, i_a: 55.50363358700492, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1933: omega: 44.09995379023229, torque: 5.660970648268842, i_a: 55.499712237930126, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1934: omega: 44.122507887835106, torque: 5.6609013118846665, i_a: 55.49903246945782, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1935: omega: 44.14506129941375, torque: 5.660501367435978, i_a: 55.49511144545107, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1936: omega: 44.16761352733619, torque: 5.660432036799863, i_a: 55.494431733332284, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1937: omega: 44.190165069291325, torque: 5.660032125505355, i_a: 55.49051103436653, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1938: omega: 44.21271542768839, torque: 5.659962800616833, i_a: 55.489831378596705, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1939: omega: 44.23526510017501, torque: 5.659562922473764, i_a: 55.485911004645054, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1940: omega: 44.257813589201675, torque: 5.659493603332348, i_a: 55.4852314052194, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1941: omega: 44.28036139237476, torque: 5.659093758337983, i_a: 55.48131135625504, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1942: omega: 44.30290801218598, torque: 5.659024444943194, i_a: 55.48063181316888, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1943: omega: 44.32545394620049, torque: 5.658624633094755, i_a: 55.476712089164565, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1944: omega: 44.34799869695124, torque: 5.65855532544614, i_a: 55.47603260241343, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1945: omega: 44.37054276196211, torque: 5.658155546740888, i_a: 55.472113203342346, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1946: omega: 44.393085643807325, torque: 5.658086244837962, i_a: 55.47143377292151, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1947: omega: 44.415627839969524, torque: 5.657686499273154, i_a: 55.46751469875672, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1948: omega: 44.43816885306412, torque: 5.6576172031154375, i_a: 55.46683532466145, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1949: omega: 44.46070918053255, torque: 5.657217490688323, i_a: 55.46291657537601, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 1950: omega: 44.48324832503145, torque: 5.657148200275339, i_a: 55.462237257601664, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
